Name,Type,Description,SP
Mila's Turnwheel,C,"At start of turn, inflicts【Isolation】on foes in cardinal directions with Def < unit's Def through their next actions.If deployed in Aether Raids offense during Light season, grants Turn Limit+1. (If the Turn Limit is 7, it will increase to 8, etc.)【Isolation】Target cannot use or be the target of Assist skills through its next action. (Target can neither use nor be the target of skills like Dance and Sing, skills that neutralize penalties, like Restore and Harsh Command+, etc.)",300
Mila's Turnwheel II,C,"At the start of turn, grants ""foe cannot make a follow-up attack"" to unit for 1 turn and inflicts【Isolation】and【Guard】on foes in cardinal directions with Def < unit's Def through their next actions.If deployed in Aether Raids offense during Light season, grants Turn Limit+1. (If the Turn Limit is 7, it will increase to 8, etc.)【Isolation】Target cannot use or be the target of Assist skills through its next action. (Target can neither use nor be the target of skills like Dance and Sing, skills that neutralize penalties, like Restore and Harsh Command+, etc.)【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",300
Chill Def/Res 3,B,"At start of turn, inflicts Def/Res-6 on foe on the enemy team with the highest Def+Res total and foes within 2 spaces of that foe through their next actions.",300
Seal Atk/Res 1,B,Inflicts Atk/Res-3 on foe through its next action after combat.,100
Seal Atk/Res 2,B,Inflicts Atk/Res-5 on foe through its next action after combat.,200
Res Feint 1,B,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-3 on foes in cardinal directions of unit through their next actions.",60
Res Feint 2,B,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-5 on foes in cardinal directions of unit through their next actions.",120
Res Feint 3,B,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-7 on foes in cardinal directions of unit through their next actions.",240
Beast Exp. 1,C,"While unit lives and uses beast damage, unit gets 1.5x EXP.(Only highest value applied. Does not stack.)",30
Beast Exp. 2,C,"While unit lives, all beast allies on team get 1.5x EXP.(Only highest value applied. Does not stack.)",60
Beast Exp. 3,C,"While unit lives, all beast allies on team get 2x EXP.(Only highest value applied. Does not stack.)",120
Bonus Doubler 4,A,"If【Bonus】is active on unit or an ally within 2 spaces of unit, grants Atk/Spd/Def/Res+X to unit during combat (X = 4 + highest bonus on each stat between unit and allies within 2 spaces of unit; calculates each stat bonus independently).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300
AR-D Def/Res 4,A,"If defending in Aether Raids, grants Def/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +11; 4 grants +7; ≤3 grants +3. Destroyed defensive structures are not counted.)",300
Domain of Flame,C,"Grants Atk/Def+4 and the effect ""if unit's Atk > foe's Res during combat, unit's first attack deals damage = 30% of unit's Atk minus foe's Res"" to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat, and also, if unit's Atk > foe's Res during combat, unit's first attack deals damage = 30% of unit's Atk minus foe's Res.",300
Joint Close Guard,C,"Grants Def/Res+4 to allies within 2 spaces during combat against sword, lance, axe, dragonstone, or beast foes. If unit is within 2 spaces of an ally and foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+4 to unit during combat.",300
Def/Res Scowl 4,A,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Def/Res+7 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",300
Canny Fighter,B,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Res-4 on foe, unit and foe cannot make a follow-up attack, reduces damage from foe's first attack by X% (if foe can make a follow-up attack, X = 80; otherwise, X = 40), and reduces damage from foe's follow-up attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes; likewise, ""follow-up attack"" normally means the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes), and restores 7 HP to unit after combat.",300
Darkling Dragon,C,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and【Warp Bubble】to unit for 1 turn. At start of turn, grants Def/Res+6 and【Warp Bubble】to any support partner within 2 spaces of unit or, if unit is not on a team with unit's support partner, to ally with the highest Def within 2 spaces of unit for 1 turn. If unit is within 2 spaces of an ally, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials). If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers【Savior】on unit. If unit triggers Savior, grants Atk/Def/Res+4 during combat.【Warp Bubble】Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300
Def/Res Unity,A,"If unit is within 2 spaces of an ally, grants Def/Res+5 and bonus to Def/Res during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Def, grants Def+19, for a net bonus of Def+12.) Calculates each stat bonus independently.",300
Darkling Guardian,C,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6, ""foe cannot make a follow-up attack,"" and【Warp Bubble】to unit for one turn.【Warp Bubble】Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)",300
Darkling Guard II,C,"Enables【Canto (２)】.At start of player phase or enemy phase, grants Def/Res+6, ""foe cannot make a follow-up attack,"" ""neutralizes 'effective against flying' bonuses,""【Warp Bubble】, and【Bulwark】to unit and target allies within 3 spaces of unit for 1 turn. (If support partner is on player team, targets any support partner; otherwise, targets ally with the highest Def on player team, excluding unit.)If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, neutralizes penalties to unit's Atk, neutralizes foe's bonuses to Atk, reduces damage from foe's attacks by 7 (excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Once per turn. Only highest value applied. Does not stack.)【Warp Bubble】Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)【Bulwark】Foes with Range = 1 cannot move through spaces adjacent to unit (does not affect foes with Pass skills).Foes with Range = 2 cannot move through spaces within 2 spaces of unit (does not affect foes with Pass skills).",300
Stall Ploy 1,C,"At start of turn, inflicts【Stall】on foes in cardinal directions with HP ≤ unit's HP-5.【Stall】If unit has ""unit can move 1 extra space,"" converts that effect into ""restricts movement to 1 space"" through its next action.",60
Stall Ploy 2,C,"At start of turn, inflicts【Stall】on foes in cardinal directions with HP ≤ unit's HP-3.【Stall】If unit has ""unit can move 1 extra space,"" converts that effect into ""restricts movement to 1 space"" through its next action.",120
Stall Ploy 3,C,"At start of turn, inflicts【Stall】on foes in cardinal directions with HP < unit's HP.【Stall】If unit has ""unit can move 1 extra space,"" converts that effect into ""restricts movement to 1 space"" through its next action.",240
A/R Near Trace 1,B,"Enables【Canto (Rem. +1)】.Inflicts Atk/Res-1 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",60
A/R Near Trace 2,B,"Enables【Canto (Rem. +1)】.Inflicts Atk/Res-2 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",120
A/R Near Trace 3,B,"Enables【Canto (Rem. +1)】.Inflicts Atk/Res-3 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",240
